ticker,gsector,mktcap,composite,s_asset_growth,s_rev_growth,s_fcfp,s_sp,s_bp,s_ep,s_ebitda_ev,s_gross_margin,s_roe,s_roa,s_fcf_growth,s_current_ratio,s_cash_ratio,s_int_coverage,s_accruals
WHD,10,4576.60096,0.6002220988339811,0.06615636960087479,0.04535274356103025,0.7192118226600985,0.3247816593886463,0.36552100381887614,0.5796943231441049,0.6106243154435925,0.4955406911928651,0.7925561029009305,0.8845733041575492,0.9228395061728395,0.2169934640522876,0.3947712418300654,0.903420523138833,0.887855579868709
EOLS,35,865.9061899999999,0.12159911160466408,0.4122471295790049,0.1063829787234043,0.12151067323481117,0.31495633187772926,0.04582651391162029,0.08733624454148471,0.08762322015334063,0.81493868450390194,0.9994526546250684,0.04212253829321663,NA,0.34509803921568627,0.24901960784313726,0.12072434607645875,0.9201312910284464
VCTR,40,4518.56232,0.8012215435868961,0.7003827227993439,0.7693169092945129,0.7635467980295566,0.23799126637554585,0.45881069285324605,0.6790393013100436,0.5668127053669222,0.6655518394648829,0.7378215654077723,0.7696936542669585,0.44135802469135804,NA,NA,0.5667337357478203,0.5158643326039387
ZS,45,31694.00485,0.15546918378678512,0.08419901585565881,0.11814109742441214,0.3541324575807334,0.08842794759825327,0.10692853246044735,0.24126637554585154,0.1429353778751369,0.9325529542920847,0.20525451559934318,0.20733041575492342,0.7901234567901234,0.7784313725490196,0.39150326797385626,0.07847082494969819,0.9551422319474836
DBX,45,6284.352,0.8461965574680733,0.8447238928376162,0.4764837625979843,0.9069512862616311,0.5092794759825328,0.044189852700491,0.8313318777292577,0.6659364731653888,0.9665551839464883,0.018609742747673783,0.9135667396061269,0.44830246913580246,0.6895424836601307,0.2875816993464052,0.9087860496311201,0.8408096280087527
COGT,35,1050.45558,0.01943364797334814,0.5030071077091307,NA,0.03065134099616858,0,0.2645935624659029,0.025109170305676855,0.01095290251916758,NA,0.03503010399562124,0.0087527352297593,NA,0.056862745098039236,0.04313725490196074,NA,0.8796498905908097
RCUS,35,1412.9452800000001,0.0277623542476402,0.9666484417714598,0.5643896976483762,0.01751505199781062,0.10753275109170306,0.5330060010911075,0.01910480349344978,0.004381161007667032,0.015050167224080268,0.06841817186644773,0.0650984682713348,0.036265432098765434,0.11830065359477127,0.08235294117647063,0.015425888665325285,0.14059080962800874
ZUO,45,1440.55503,0.07551360355358135,0.12028430836522686,0.4400895856662934,0.17077175697865354,0.3968340611353712,0.19803600654664485,0.11735807860262008,0.08707557502738225,0.8132664437012264,0.05966064586754242,0.11816192560175055,NA,0.3202614379084967,0.18366013071895426,0.12005365526492287,0.6690371991247265
SPGI,40,162134.856103,0.498611882287618,0.7736468015308912,0.3706606942889138,0.3842364532019704,0.1009825327510917,0.4195308237861429,0.3471615720524017,0.27491785323110624,0.7892976588628763,0.39080459770114945,0.5727571115973742,0.6959876543209876,0.8901960784313725,0.7300653594771243,0.7907444668008048,0.2724288840262582
CLBK,40,1909.10029,0.1404775124930594,0.5915800984144342,0.18253079507278835,0.3404488232074439,0.29748908296943233,0.7261320240043644,0.37827510917030566,0.24644030668127054,0.6549609810479375,0.3032293377120963,0.263129102844639,0.10648148148148148,NA,NA,NA,0.13512035010940915
AHCO,35,1349.58665,0.779011660188784,0.9524330235101148,0.47312430011198203,0.8713738368910783,0.9443231441048034,0.950354609929078,0.0054585152838427945,0.9381161007667032,0.25027870680044595,0.09578544061302682,0.09190371991247265,NA,0.7169934640522876,0.8130718954248366,0.29242119382964454,0.9726477024070022
DOCU,45,16097.38,0.6352026651860078,0.7545106615636961,0.4193729003359462,0.6617405582922824,0.22434497816593887,0.15930169121658483,0.26965065502183405,0.1774370208105148,0.9414715719063546,0.4362342638204707,0.4524070021881838,0.8395061728395061,0.8529411764705882,0.4457516339869281,0.7022132796780685,0.9863238512035011
GSHD,40,3076.44516,0.24208772903942255,0.2804811372334609,0.18029115341545354,0.32567049808429116,0.11026200873362445,0.07746863066012002,0.2701965065502183,0.18729463307776562,0.5066889632107023,0.9124247400109469,0.5678336980306345,0.8009259259259259,0.46405228758169936,0.30196078431372553,0.528504359490275,0.8397155361050328
SMAR,45,7793.89095,0.19322598556357579,0.14106068890103884,0.1786114221724524,0.35577449370552816,0.16048034934497818,0.1691216584833606,0.19159388646288208,0.11993428258488499,0.9453734671125975,0.1423097974822113,0.12308533916849015,0.9899691358024691,0.6549019607843137,0.3477124183006536,NA,0.9649890590809628
CCK,15,11016.910880000001,0.7995558023320377,0.4576271186440678,0.8202687569988802,0.692391899288451,0.8253275109170306,0.4413529732678669,0.6168122270742358,0.7683461117196057,0.1750278706800446,0.7564313081554461,0.4890590809628009,NA,0.7483660130718954,0.6189542483660131,0.3822937625754527,0.6816192560175054
WRB,40,24598.00395,0.665741254858412,0.29032258064516125,0.4098544232922733,0.8976464148877942,0.5960698689956332,0.5095471903982542,0.7429039301310044,0.5903614457831325,0.12318840579710146,0.729064039408867,0.5481400437636762,0.5601851851851852,NA,NA,0.8155600268276325,0.49288840262582057
KMB,30,46471.13808485,0.9450305385896725,0.8239475123018043,0.6494960806270997,0.6918445539135194,0.5545851528384279,0.0856519367157665,0.5889737991266376,0.559145673603505,0.4520624303232999,0.9879584017515052,0.8254923413566739,0.7160493827160493,0.8967320261437909,0.7986928104575164,0.7505030181086519,0.8140043763676149
CHX,10,5895.975,0.9311493614658523,0.8518316019682887,0.7127659574468085,0.7361795292829776,0.6768558951965066,0.4980905619203492,0.7254366812227074,0.8061336254107339,0.43032329988851725,0.7148330596606459,0.8101750547045952,0.6350308641975309,0.4647058823529412,0.596078431372549,0.7176391683433937,0.6799781181619255
EQH,40,15112.24351,0.3925596890616324,0.3127392017495899,0.9529675251959686,0.16694033935413247,0.7074235807860262,0.041462084015275506,0.892467248908297,0.8515881708652793,0.07915273132664437,0.9863163656267104,0.27078774617067836,NA,NA,NA,0.5144198524480215,0.10229759299781183
WH,25,7637.324020000001,0.7795669072737368,0.7823947512301804,0.8141097424412094,0.5944170771756979,0.24017467248908297,0.28532460447354063,0.5873362445414847,0.4759036144578313,0.637123745819398,0.8790366721401204,0.725382932166302,0.4104938271604938,0.8993464052287582,0.8124183006535948,0.5164319248826291,0.3096280087527352
INSP,35,5776.438620329999,0.05719044975013881,0.14652815746309455,0.052631578947368474,0.23043240284619596,0.1435589519650655,0.20512820512820512,0.23253275109170304,0.12814895947426067,0.9542920847268673,0.21729611384783798,0.17177242888402625,0.14583333333333334,0.05294117647058827,0.050980392156862786,NA,0.7067833698030634
ROAD,20,4771.91043,0.21876735147140478,0.25697102241662106,0.23180291153415455,0.3032293377120963,0.4268558951965066,0.23895253682487724,0.2980349344978166,0.25191675794085433,0.1426978818283166,0.4909688013136289,0.5711159737417943,NA,0.5026143790849673,0.7777777777777778,0.4674714956405097,0.787746170678337
EXPI,60,2129.20205,0.3325930038867296,0.655002733734281,0.8163493840985443,0.8434592227695676,0.9274017467248908,0.23295144571740317,0.22980349344978165,0.156078860898138,0.057971014492753624,0.21893814997263272,0.19201312910284463,0.4737654320987654,0.4464052287581699,0.2705882352941177,NA,0.9983588621444202
OBK,40,1070.96684,0.6973903387007219,0.6856205576817933,0.06103023516237405,0.8451012588943624,0.6277292576419214,0.9323513366066557,0.865174672489083,0.9096385542168675,0.7006688963210702,0.4274767378215654,0.3096280087527352,0.29398148148148145,NA,NA,NA,0.1849015317286652
SRRK,35,3625.1145,0.059966685174902834,0.9480590486604702,1,0.120415982484948,0,0.14184397163120568,0.12063318777292577,0.06736035049288061,NA,0.05090311986863711,0.018052516411378557,NA,0.042483660130718914,0.03594771241830064,0.047619047619047616,0.6389496717724289
RTX,20,162157.67928,0.40866185452526377,0.6167304537998907,0.3941769316909295,0.49261083743842365,0.5682314410480349,0.5728314238952537,0.3875545851528384,0.395947426067908,0.2480490523968785,0.3355227148330597,0.4179431072210066,0.5378086419753086,0.8098039215686275,0.8183006535947712,0.44802146210596916,0.3730853391684902
BJ,30,12720.652199999999,0.75791227096057745,0.45544013121924554,0.593505039193729,0.36015325670498083,0.894650655021834,0.24440807419530824,0.6179039301310044,0.5186199342825849,0.16109253065774806,0.909688013136289,0.7576586433260394,0.24151234567901234,0.9235294117647059,0.9790849673202614,0.7914151576123407,0.3791028446389497
BV,20,1624.5000000000002,0.46585230427540253,0.6386003280481137,0.6422172452407615,0.5172413793103449,0.9061135371179039,0.685215493726132,0.22543668122270744,0.7168674698795181,0.2948717948717949,0.2501368363437329,0.237417943107221,NA,0.5483660130718955,0.8137254901960784,0.20925553319919518,0.47374179431072205
UGI,55,6520.3782599999995,0.44031093836757357,0.9414980863860033,0.8784994400895857,0.3667214012041598,0.8722707423580786,0.8603382433169667,0.015283842794759825,0.12650602409638553,0.03288740245261984,0.1116584564860427,0.1187089715536105,NA,0.8699346405228758,0.8065359477124183,0.12944332662642521,0.9316192560175055
KDP,30,44288.2231,0.6829539144919489,0.676872607982504,0.5369540873460246,0.3672687465790914,0.4344978165938865,0.8363338788870703,0.6954148471615721,0.4939759036144578,0.6789297658862876,0.4395183360700602,0.5694748358862144,0.13425925925925927,0.9915032679738562,0.954248366013072,0.6063044936284373,0.07822757111597378
TENB,45,5043.2672999999995,0.17157134925041642,0.25095680699835976,0.2743561030235162,0.43842364532019706,0.2046943231441048,0.15384615384615385,0.1861353711790393,0.13855421686746988,0.9253065774804905,0.12370005473453749,0.1537199124726477,0.6226851851851852,0.7254901960784313,0.4209150326797385,0.13547954393024816,0.9195842450765864
BE,20,6274.4112000000005,0.01665741254858412,0.11372334609075996,0.3857782754759238,0.07006020799124248,0.28056768558951967,0.1740316421167485,0.11572052401746726,0.140197152245345,0.30824972129319955,0.047619047619047616,0.09299781181619256,NA,0.16928104575163394,0.21764705882352942,0.13279678068410464,0.05087527352297594
CCB,40,1036.7931999999998,0.7184897279289284,0.1503553854565336,0.034714445688689755,0.9655172413793104,0.6102620087336245,0.4839061647572286,0.6375545851528385,0.9874041621029573,0.5947603121516165,0.6710454296661194,0.35940919037199126,0.9066358024691358,NA,NA,NA,0.5010940919037199
CRNX,35,4624.1052,0.03164908384230983,0.023510114816839844,0.9076147816349385,0.12643678160919541,0.027838427947598252,0.24004364429896344,0.11844978165938864,0.06462212486308871,0.007803790412486065,0.0755336617405583,0.022428884026258207,NA,0.02352941176470591,0.021568627450980427,NA,0.8036105032822757
LQDA,35,977.55735,0.08051082731815658,0.9141607435757244,0.41993281075028,0.11384783798576902,0.04203056768558952,0.12111292962356793,0.07751091703056769,0.054764512595837894,0.9860646599777034,0.031198686371100164,0.007658643326039387,NA,0.10261437908496729,0.07385620915032676,0.07511737089201878,0.9857768052516411
REPL,35,963.31136,0.03720155469183787,0.9863313285948606,NA,0.02079912424740011,0,0.6001091107474086,0.018013100436681223,0.00547645125958379,NA,0.08264915161466886,0.032275711159737416,NA,0.030065359477124187,0.028104575163398704,0.03755868544600939,0.574945295404814
VRT,20,47892.8736,0.2215435868961688,0.23236741388737014,0.22452407614781633,0.3344280240831965,0.1861353711790393,0.11565739225313694,0.2925764192139738,0.22453450164293537,0.4280936454849498,0.8160919540229885,0.675601750547046,NA,0.4928104575163399,0.6130718954248366,0.5305164319248826,0.6143326039387309
SONO,25,1657.20804,0.38589672404219877,0.9606342263531985,0.7894736842105263,0.45867542419266555,0.8034934497816594,0.5259138025095472,0.2177947598253275,0.2552026286966046,0.5613154960981048,0.2320744389709907,0.21444201312910285,NA,0.4509803921568627,0.44967320261437904,0.09456740442655935,0.8156455142231948
ARLO,45,1125.82602,0.20377568017767908,0.4707490431930016,0.6746920492721165,0.4690749863163656,0.550764192139738,0.19148936170212766,0.17194323144104803,0.10898138006571742,0.39018952062430323,0.12862616310892172,0.13129102844638948,NA,0.5640522875816993,0.3712418300653595,NA,0.9666301969365426
AMAL,40,1092.73647,0.694058856191005,0.6271186440677966,0.10078387458006721,0.8708264915161467,0.4606986899563319,0.7184942716857611,0.8739082969432315,0.8647316538882804,0.8338907469342252,0.6584564860426929,0.3386214442013129,0.31635802469135804,NA,NA,NA,0.16958424507658643
ELAN,35,6530.403130000001,0.38089950027762354,0.900492072170585,0.6758118701007838,0.3634373289545703,0.6970524017467249,0.9432624113475178,0.02292576419213974,0.6128148959474261,0.6967670011148273,0.14559386973180077,0.12691466083150985,0.14660493827160495,0.2640522875816993,0.6647058823529413,0.22065727699530516,0.813457330415755
FTDR,25,4443.2864,0.7523598001110494,0.6719518862766539,0.49104143337066064,0.5391351943076081,0.5125545851528385,0.09819967266775777,0.5949781659388647,0.5016429353778752,0.6070234113712375,0.9819376026272578,0.9228665207877462,0.7770061728395061,0.7764705882352941,0.32614379084967315,0.6203890006706908,0.3687089715536105
GTX,25,1811.00576,0.883953359244864,0.8485511208310552,0.4708846584546472,0.9737274220032841,0.9355895196506551,0.0070921985815602835,0.9683406113537117,0.9441401971522454,0.19119286510590858,0.055281882868089764,0.8287746170678337,0.6604938271604939,0.8183006535947712,0.7627450980392156,0.41582830315224684,0.7390590809628008
CW,20,14178.51124,0.38145474736257634,0.5226899945325314,0.383538633818589,0.4444444444444444,0.2663755458515284,0.3415166393889798,0.44486899563318777,0.3148959474260679,0.5061315496098104,0.6683087027914614,0.7521881838074398,0.7384259259259259,0.38431372549019605,0.5091503267973856,0.721663313212609,0.29868708971553615
ARVN,35,1835.664,0.043309272626318715,0.5669764898851832,0.9787234042553191,0.022988505747126436,0.0584061135371179,0.5646481178396072,0.02074235807860262,0.001095290251916758,0.014492753623188406,0.05692391899288451,0.05415754923413567,NA,0.09869281045751632,0.06797385620915031,NA,0.2592997811816192
UPWK,20,2268.32899,0.18822876179900055,0.8392564242755605,0.38017917133258683,0.2627257799671593,0.4028384279475983,0.3311511183851609,0.39847161572052403,0.14457831325301204,0.8901895206243032,0.6343732895457034,0.5804157549234136,NA,0.2287581699346405,0.1777777777777778,0.107981220657277,0.07111597374179435
GH,35,4385.656379999999,0.03053858967240422,0.26517222525970474,0.17469204927211646,0.06513409961685823,0.1675764192139738,0.09874522640480088,0.05731441048034935,0.03614457831325301,0.7920847268673356,0.008210180623973728,0.056345733041575495,NA,0.06470588235294117,0.05294117647058827,0.014084507042253521,0.7822757111597374
REZI,20,3994.69896,0.8906163242642976,0.512848551120831,0.732922732362822,0.8084291187739464,0.8941048034934498,0.8210583742498636,0.7183406113537117,0.8674698795180723,0.2987736900780379,0.4094143404488232,0.49835886214442016,0.9529320987654321,0.47124183006535947,0.5647058823529412,0.7028839704896043,0.4228665207877462
ACA,20,5299.13328,0.4258745141588007,0.3810825587752871,0.6063829787234043,0.2917350848385331,0.5491266375545851,0.6732133115111838,0.5070960698689956,0.4578313253012048,0.26198439241917504,0.3760262725779967,0.5924507658643327,0.7453703703703703,0.38888888888888884,0.7019607843137254,0.6016096579476862,0.37472647702407
YETI,25,3424.38525,0.8872848417545808,0.14051394204483325,0.606942889137738,0.7465790914066777,0.5944323144104804,0.3955264593562466,0.6981441048034934,0.6588170865279299,0.6928651059085842,0.8210180623973727,0.9053610503282276,0.9405864197530864,0.3522875816993464,0.29346405228758166,0.9812206572769953,0.8047045951859957
PG,30,422164.80536958,0.8212104386451972,0.644614543466375,0.6170212765957447,0.5457033388067871,0.26200873362445415,0.26786688488816146,0.5584061135371179,0.4112814895947426,0.6677814938684504,0.8565955117679256,0.8736323851203501,0.5895061728395061,0.9215686274509804,0.6666666666666667,0.8705566733735748,0.46936542669584247
SWI,45,2277.1362,0.6052193225985564,0.6293056314926189,0.5307950727883539,0.789272030651341,0.4334061135371179,0.7834151663938898,0.23034934497816595,0.5700985761226726,0.9855072463768116,0.24958949096880131,0.23522975929978118,0.6026234567901234,0.8705882352941177,0.4516339869281045,0.24480214621059693,0.6236323851203501
BFC,40,1069.98244,0.390893947806774,0.19300164024056865,0.0879059350503919,0.5227148330596606,0.23471615720524017,0.7484997272231315,0.8198689956331878,0.712486308871851,0.8439241917502787,0.6124794745484401,0.4102844638949672,0.5841049382716049,NA,NA,NA,0.10448577680525162
GDYN,45,1526.6409,0.1543586896168795,0.42646254784034987,0.6618141097424413,0.3825944170771757,0.27074235807860264,0.44680851063829785,0.24344978165938866,0.16757940854326397,0.46265328874024525,0.25287356321839083,0.2286652078774617,0.6419753086419753,0.051633986928104614,0.04771241830065365,NA,0.8167396061269147
TWST,35,2895.57086,0.06218767351471405,0.9699289229086933,0.22676371780515114,0.09140667761357417,0.10971615720524018,0.4004364429896345,0.08788209606986899,0.05366922234392114,0.5406911928651059,0.11330049261083744,0.06728665207877461,NA,0.07973856209150332,0.07189542483660127,0,0.6947483588621444
AMR,15,3196.3392501599997,0.963353692393115,0.5123018042646255,0.9081746920492721,0.9688013136288999,0.824235807860262,0.6983087834151664,0.9885371179039302,0.9928806133625411,0.36064659977703456,0.9272030651340997,0.9945295404814004,0.1597222222222222,0.1915032679738562,0.36274509803921573,0.9731723675385647,0.5847921225382933
UTZ,30,1436.98658,0.359800111049417,0.8146528157463094,0.6287793952967525,0.32074438970990693,0.8045851528384279,0.7277686852154938,0.17903930131004367,0.4184008762322015,0.3862876254180602,0.2194854953475643,0.21553610503282275,NA,0.6176470588235294,0.7202614379084967,0.19114688128772636,0.42997811816192555
DELL,45,42598.983660000005,0.9367018323153803,0.9136139967195188,0.8924972004479284,0.9299397920087575,0.9312227074235808,0.03546099290780142,0.8509825327510917,0.8970427163198248,0.2770345596432553,0.03065134099616858,0.5404814004376368,0.9837962962962963,0.9196078431372549,0.8006535947712419,0.46210596914822266,0.6504376367614879
MRNA,35,16570.26308,0.1538034425319267,0.9901585565882997,0.9910414333706606,0.0180623973727422,0.527292576419214,0.8952536824877251,0.01037117903930131,0.013691128148959474,0.7586399108138239,0.11548987411056376,0.07221006564551423,0.034722222222222224,0.1869281045751634,0.13006535947712417,0.021462105969148222,0.6985776805251641
NFE,10,2682.64073,0.8084397556912826,0.0650628758884636,0.6343784994400896,0.0038314176245210726,0.7729257641921398,0.779050736497545,0.9852620087336245,0.7897042716319824,0.5568561872909699,0.8949096880131363,0.6684901531728665,NA,0.9647058823529412,0.7699346405228759,0.2595573440643863,0.3845733041575492
SO,55,97658.31492,0.6363131593559134,0.5467468562055768,0.8947368421052632,0.180623973727422,0.3406113537117904,0.6546644844517185,0.6157205240174672,0.49726177437020813,0.4927536231884058,0.5845648604269293,0.4775711159737418,NA,0.9091503267973856,0.9241830065359478,0.31120053655264923,0.34792122538293213
FOXA,50,10420.8236,0.8989450305385897,0.6801530891197376,0.803471444568869,0.9359605911330049,0.8657205240174672,0.9405346426623022,0.9677947598253275,0.9556407447973713,0.4018952062430323,0.6195949644225506,0.7149890590809628,0.4837962962962963,0.2941176470588235,0.2241830065359477,0.5848423876592891,0.26094091903719907
LEVI,25,1828.4985,0.9894503053858967,0.6905412793876435,0.6741321388577828,0.7263273125342091,0.9683406113537117,0.955810147299509,0.9612445414847162,0.9496166484118291,0.7107023411371237,0.5769020251778872,0.563457330415755,NA,0.5947712418300654,0.7241830065359477,0.7739771965124078,0.387855579868709
DOW,15,30951.067320000002,0.6923931149361466,0.8534718425369054,0.9412094064949608,0.8325123152709359,0.88264192139738,0.7708674304418985,0.3804585152838428,0.7924424972617744,0.12430323299888517,0.2977558839627805,0.325492341356674,0.17978395061728394,0.48235294117647054,0.5477124183006536,0.4024144869215292,0.7270240700218819
LYFT,20,7053.12496,0.13714602998334258,0.693821760524877,0.47760358342665177,0.1319102353585112,0.6703056768558951,0.16803055100927441,0.11517467248908297,0.07502738225629792,0.41638795986622074,0.04542966611932129,0.13457330415754923,NA,0.8784313725490196,0.4745098039215686,0.059691482226693494,0.5738512035010941
TW,40,15749.0295,0.41865630205441423,0.23182066703116455,0.35330347144456886,0.6059113300492611,0.11080786026200873,0.5460992907801419,0.42194323144104806,0.39266155531215774,0.6321070234113713,0.3765736179529283,0.6367614879649891,0.5864197530864198,NA,NA,0.9818913480885312,0.6072210065645514
PD,45,1914.8922,0.14491948917268185,0.2219792236194642,0.29115341545352746,0.49206349206349204,0.3034934497816594,0.18876159301691217,0.125,0.07995618838992333,0.9604236343366778,0.09250136836343732,0.11597374179431072,0.9722222222222222,0.303921568627451,0.17124183006535942,0.06371562709590879,0.9452954048140044
ZM,45,21673.049,0.42143253747917825,0.12848551120831053,0.6047032474804032,0.7405582922824302,0.27729257641921395,0.5761047463175123,0.5005458515283843,0.4293537787513691,0.9091415830546266,0.45539135194307606,0.723741794310722,0.6118827160493827,0.1215686274509804,0.0862745098039216,NA,0.8326039387308534
PINS,50,17987.15808,0.22765130483064963,0.8983050847457628,0.4384098544232923,0.4915161466885605,0.22270742358078602,0.3382433169667212,0.24072052401746724,0.15443592552026286,0.9002229654403567,0.24028461959496442,0.21389496717724288,0.6697530864197531,0.03137254901960784,0.03790849673202612,NA,0.9436542669584245
CAT,20,196070.71539198,0.7706829539144919,0.3909240021869874,0.3471444568868981,0.6305418719211823,0.44759825327510916,0.20894708128750683,0.7210698689956332,0.5892661555312158,0.45707915273132665,0.9452654625068418,0.8719912472647703,0.816358024691358,0.6464052287581699,0.7169934640522876,0.7350771294433266,0.3801969365426696
PLMR,40,2866.2677999999996,0.22820655191560243,0.08310552214324762,0.31243001119820824,0.5561029009304871,0.17139737991266377,0.32569558101472995,0.47707423580786024,0.31106243154435925,0.3277591973244147,0.7120963327859879,0.6269146608315098,0.2646604938271605,NA,NA,0.9047619047619048,0.33479212253829327
PSN,20,10184.6829,0.36535258189894504,0.2033898305084746,0.14613661814109746,0.5161466885604816,0.618995633187773,0.41189307146753956,0.3433406113537118,0.32749178532311063,0.2346711259754738,0.391351943076081,0.5268052516411379,0.7947530864197531,0.5784313725490196,0.757516339869281,0.7572099262240107,0.5853391684901532
UBER,20,151526.81963999997,0.2620766240977235,0.13942044833242206,0.28331466965285557,0.38587848932676516,0.3296943231441048,0.16693944353518822,0.3116812227074236,0.18674698795180722,0.36845039018952064,0.7416529830322933,0.6312910284463895,0.9760802469135802,0.7235294117647059,0.43856209150326797,0.2823608316566063,0.5300875273522976
KTB,25,5060.840980000001,0.8473070516379789,0.5161290322580645,0.7066069428891377,0.722495894909688,0.6064410480349345,0.16639388979814512,0.6626637554585153,0.48083242059145676,0.5156075808249722,0.9589490968801314,0.9059080962800875,0.9552469135802469,0.27712418300653596,0.4810457516339869,0.6753856472166331,0.7281181619256017
AVTR,35,14333.73084,0.6285397001665741,0.8305084745762712,0.8213885778275476,0.6332785987958401,0.5906113537117904,0.6159301691216584,0.4143013100436681,0.49835706462212487,0.47101449275362317,0.3656267104542967,0.4485776805251641,0.4652777777777778,0.5405228758169935,0.7751633986928105,0.3454057679409792,0.47483588621444206
FSLY,45,1189.744,0.15657967795669073,0.9721159103335156,0.27379619260918253,0.1477832512315271,0.5403930131004366,0.8876159301691217,0.055676855895196505,0.03943044906900329,0.774247491638796,0.16475095785440613,0.13293216630196936,NA,0.21895424836601307,0.16470588235294115,0.029510395707578806,0.7292122538293216
CTVA,15,42777.11632,0.7051637978900611,0.6621104428649536,0.7250839865621501,0.4307608100711549,0.513646288209607,0.7643207855973814,0.40556768558951967,0.6051478641840088,0.5540691192865106,0.3114395183360701,0.43435448577680524,0.941358024691358,0.5601307189542484,0.6640522875816993,0.7109322602280349,0.28993435448577676
BCO,20,4220.714529999999,0.6907273736812882,0.527063969382176,0.4787234042553191,0.9009304871373837,0.8335152838427947,0.2193126022913257,0.3930131004366812,0.7738225629791895,0.3210702341137124,0.7427476737821566,0.362691466083151,0.7762345679012346,0.611764705882353,0.4549019607843138,0.3380281690140845,0.7970459518599562
IDYA,35,2362.75488,0.016102165463631316,0.03171131765992341,0.9876819708846585,0.10290093048713739,0.039301310043668124,0.46153846153846156,0.11626637554585152,0.052026286966046005,0.013377926421404682,0.12753147235905857,0.0700218818380744,NA,0.007843137254901933,0.007189542483660105,NA,0.10667396061269152
TMDX,35,2910.16102,0.020544142143253747,0.009841443411700346,0.011758118701007847,0.09359605911330049,0.10862445414847162,0.11783960720130933,0.2052401746724891,0.15772179627601315,0.7926421404682275,0.15654077723043242,0.15536105032822758,NA,0.03856209150326795,0.042483660130718914,0.15425888665325285,0.33369803063457326
RVLV,25,1381.43104,0.3897834536368684,0.4581738655002734,0.7536394176931691,0.4422550629447181,0.7347161572052402,0.4773595199127114,0.39246724890829693,0.2683461117196057,0.6287625418060201,0.3891625615763547,0.6012035010940919,0.8472222222222222,0.2588235294117647,0.2503267973856209,NA,0.3429978118161926
CRWD,45,80905.43047,0.13214880621876735,0.07709130672498632,0.10414333706606937,0.2988505747126437,0.05403930131004367,0.0867430441898527,0.25600436681222705,0.1566265060240964,0.9180602006688964,0.33278598795840175,0.38402625820568925,0.6782407407407407,0.48496732026143796,0.25163398692810457,0.16700201207243462,0.9469365426695843
CHWY,25,4452.116369999999,0.40810660744031096,0.09841443411700379,0.40257558790593506,0.782703886152162,0.9481441048034934,0.23622476813966176,0.287117903930131,0.21960569550930997,0.30267558528428096,0.5227148330596606,0.37199124726477023,0.9004629629629629,0.8333333333333334,0.484313725490196,0.09590878604963111,0.9294310722100656
CL,30,78947.77292999999,0.8284286507495836,0.5024603608529251,0.458006718924972,0.5407772304324029,0.33024017467248906,0.07092198581560284,0.49617903930131,0.4222343921139102,0.7246376811594203,0.9912424740010947,0.9064551422319475,0.7600308641975309,0.7647058823529411,0.7052287581699346,0.8028169014084507,0.7784463894967177
GO,30,2039.856,0.7684619655746807,0.3805358119190815,0.3919372900335947,0.7279693486590039,0.9224890829694323,0.7719585379159847,0.5982532751091703,0.49616648411829134,0.3539576365663322,0.3727422003284072,0.4699124726477024,0.8665123456790124,0.6503267973856209,0.6490196078431373,0.5110663983903421,0.7297592997811816
ADPT,35,876.51828,0.11937812326485286,0.981957353745216,0.8325867861142218,0.02353585112205802,0.25327510917030566,0.5564648117839607,0.013100436681222707,0.011500547645125958,0.7965440356744704,0.060755336617405585,0.05196936542669584,NA,0.11176470588235299,0.08692810457516342,0.060362173038229376,0.7817286652078774
BBIO,35,5119.65783,0.10827318156579678,0.9404045926735921,0.9949608062709966,0.05199781061850027,0.03111353711790393,0.009819967266775777,0.04694323144104803,0.038335158817086525,0.006688963210702341,0.9315818281335523,0.0032822757111597373,NA,0.1986928104575163,0.11633986928104578,0.09121395036887994,0.9535010940919038
AKRO,35,2234.6415,0.001110494169905608,0.03553854565336245,NA,0.07827038861521621,0,0.4277141298417894,0.0906113537117904,0.03450164293537788,NA,0.10071154898741105,0.04540481400437637,NA,0.004575163398692794,0.0032679738562091387,0.02682763246143528,0.25
IMVT,35,4133.133,0.009994447529150472,0.03335155822854019,NA,0.10016420361247948,0,0.2995090016366612,0.0982532751091703,0.049835706462212484,NA,0.07170224411603722,0.019693654266958426,NA,0.021568627450980427,0.018954248366013116,NA,0.7576586433260394
PHR,35,1214.96619,0.11993337034980567,0.6998359759431383,0.16461366181410975,0.13957307060755336,0.3864628820960699,0.3884342607746863,0.055131004366812224,0.03723986856516977,0.778149386845039,0.07443897099069513,0.03555798687089715,NA,0.47973856209150323,0.3849673202614379,0.02012072434607646,0.9841356673960613
CSTL,35,847.11328,0.09272626318711827,0.6413340623291416,0.04311310190369544,0.1625615763546798,0.34170305676855894,0.6584833606110202,0.09115720524017468,0.039978094194961664,0.9230769230769231,0.16146688560481665,0.09846827133479212,NA,0.06797385620915031,0.06274509803921569,0.0013413816230717639,0.8517505470459519
DKNG,25,21284.962199999998,0.09439200444197668,0.7884089666484417,0.04031354983202684,0.22386425834701698,0.2259825327510917,0.10583742498636116,0.13537117903930132,0.09364731653888281,0.5195094760312151,0.04488232074438971,0.07603938730853392,NA,0.6562091503267974,0.31241830065359477,0.011401743796109993,0.9545951859956237
